model,strategy,n_days,total_return,cagr,vol,sharpe,max_dd,hit_ratio
logreg_l2,long_only_55,1552,0.0404682662667852,0.0064621942568381,0.0891020248753594,0.117113572814014,-0.2233701116598215,0.0457474226804123
logreg_l2,long_only_60,1552,0.0561120714653955,0.008903946076112,0.0120546179957075,0.741343669693607,-0.0024818540879758,0.0025773195876288
logreg_l2,long_short_sym,1552,-0.2220998759432657,-0.0399603270283369,0.0974998378384947,-0.3691832155577653,-0.2715995701928906,0.0766752577319587
rf_200,long_only_55,1552,-0.1818046627742674,-0.0320554200923205,0.15390704753468,-0.1327665589685455,-0.3456373103446889,0.0573453608247422
rf_200,long_only_60,1552,-0.0111986339390385,-0.0018269221243237,0.0043163854827713,-0.4214646510585976,-0.0111986339390385,0.0
rf_200,long_short_sym,1552,-0.213855309468855,-0.0383154916952552,0.1538540120073883,-0.1750266639892329,-0.3472063912194331,0.0573453608247422
